"","Acanthoceras.zachariasii","Achnanthes..pusilla.","Achnanthes.biasolettiana","Achnanthes.caledonicum","Achnanthes.clevei","Achnanthes.conspicua","Achnanthes.crenulata","Achnanthes.exigua","Achnanthes.exilis","Achnanthes.fonticolanceolata","Achnanthes.hustedtii","Achnanthes.hustedtii.","Achnanthes.inflata","Achnanthes.lanceolata","Achnanthes.lanceolata.var..rostrata","Achnanthes.linearis","Achnanthes.linearis.var..pusilla","Achnanthes.minutissima","Achnanthes.montana","Achnanthes.pusilla","Achnanthes.subhudsonis","Actinastrum.fluviatile","Actinastrum.hantzschii","Actinastrum.raphidioides","Actinella.brasiliensis","Amphipleura.lindheimeri","Amphipleura.pellucida","Amphora.cymbamphora","Amphora.montana","Amphora.ovalis","Amphora.pediculus","Amphora.veneta","Anabaena.sp.","Anabaena.sp..1","Ankistrodesmus.bernardii","Ankistrodesmus.bibraianus","Ankistrodesmus.fusiformis","Ankistrodesmus.spiralis","Anomoeoneis.brachysira","Anomoeoneis.vitrea","Aphanocapsa.delicatissima","Aphanocapsa.delicatissima.","Aphanocapsa.elachista","Aphanocapsa.planctonica","Aulacoseira.alpigena","Aulacoseira.ambigua","Aulacoseira.distans","Aulacoseira.granulata","Aulacoseira.granulata.","Aulacoseira.granulata.var..angustissima","Aulacoseira.italica","Bacillaria.paxillifer","Botryococcus.barunii","Botryococcus.barunii.","Botryococcus.protuberans","Caloneis.bacillum","Caloneis.hyalina","Caloneis.silicula","Carteria.sp.","Ceratium.hirundinella","Chlamydomonas.globosa","Chlamydomonas.sp..1","Chlamydomonas.sp..3","Chlamydomonas.sp.1","Chlamydomonas.sp.2","Chlamydomonas.spp.","Chlorococcum.minutum","Chromulina.sp..1","Chromulina.sp..2","Chromulina.spp.","Chroococcus.gomontii","Chroococcus.limneticus.var..distan","Chroococcus.minimus","Chroococcus.minutus","Chroococcus.spp.","Chroomonas.acuta","Chroomonas.caudata","Chroomonas.nordstedtii","Closteriopsis.acicularis","Closteriopsis.acicularis.var..africana","Closterium.acutum","Closterium.incurvum","Closterium.venus","Cocconeis.placentula","Cocconeis.placentula.var.euglypta","Cocconeis.placentula.var..euglypta","Coelastrum.astroideum","Coelastrum.cambricum","Coelastrum.microporum","Coelastrum.polychordum","Coelastrum.reticulatum","Coelosphaerium.kuetzingianum","Coelosphaerium.naegelianum","Coenochloris.pyrenoidosa","Coenocystis.hercynica","Coenocystis.planctanica","Coenocystis.planctonica","Coenocystis.subcylindrica","Cosmarium.asphaerosporum.var..strigosum","Cosmarium.binum","Cosmarium.cucurbitinum","Cosmarium.laeve","Cosmarium.moniliforme.var..limneticum","Cosmarium.phaseolus","Cosmarium.punctulatum","Cosmarium.sp.","Cosmarium.sp..1","Cosmarium.spp.","Cosmarium.subgranatum.var..borgei","Cosmarium.subtumidum","Crucigenia.crucifera","Crucigenia.mucronata","Crucigeniella.rectangularis","Cryptomonas.caudata","Cryptomonas.erosa","Cryptomonas.erosa.","Cryptomonas.erosa.var..reflexa","Cryptomonas.ovata","Cryptomonas.spp.","Cyclotella.meneghiniana","Cyclotella.pseudostelligera","Cyclotella.stelligera","Cymbella.affinis","Cymbella.cistula","Cymbella.cymbiformis","Cymbella.javanica","Cymbella.lacustris","Cymbella.lanceolata","Cymbella.microcephala","Cymbella.minuta","Cymbella.proxima","Cymbella.silesiaca","Cymbella.sinuata","Cymbella.tumida","Cymbella.turgidula","Dictyosphaerium.ehrenbergianum","Dictyosphaerium.pulchellum","Dictyosphaerium.subsolitarium","Didymocystis.bicellularis","Didymocystis.planctonica","Dimorphococcus.lunatus","Dinobryon.divergens","Diploneis.oblongella","Diploneis.subovalis","Elakatothrix.gelatinosa","Elakatothrix.genevensis","Elakatothrix.parvula","Elakatothrix.viridis","Encyonopsis.leei","Epithemia.zebra","Eucapsis.alpina","Eudorina.elegans","Euglena.acus","Euglena.clara","Euglena.pisciformis","Euglena.sp..1","Euglena.sp.1.","Eunotia.flexosa","Eunotia.implicata","Eunotia.intermedia","Eunotia.minor","Eunotia.pectinalis","Eunotia.praerupta","Eutetramorus.fottii","Eutetramorus.planctonicus","Eutetramorus.polycoccus","Eutetramorus.tetrasporus","Fragilaria.acus.var..angustissima","Fragilaria.biceps","Fragilaria.bidens","Fragilaria.brevistriata","Fragilaria.capucina","Fragilaria.construens","Fragilaria.crotonensis","Fragilaria.delicatissima","Fragilaria.fonticola","Fragilaria.nana","Fragilaria.nanana","Fragilaria.pinnata","Fragilaria.tenera","Fragilaria.ulna","Fragilaria.ulna.var..angustissima","Fragilaria.vaucheriae","Franceia.aranea","Franceia.javanica","Frustulia.crassinervia","Frustulia.rhomboides","Frustulia.saxonica","Frustulia.vulgaris","Gloeothece.sp..1","Gloeotila.sp.1","Golenkinia.brevispina","Golenkinia.paucispina","Golenkinia.radiata","Golenkiniopsis.varians","Gomphonema.affine","Gomphonema.angustatum","Gomphonema.angustum","Gomphonema.augur","Gomphonema.biceps","Gomphonema.clavatum","Gomphonema.clevei","Gomphonema.globiferum","Gomphonema.gracile","Gomphonema.helveticum","Gomphonema.parvulum","Gomphonema.parvulum.","Gomphonema.pseudosphaerophorum","Gomphonema.pumilum","Gomphonema.sphaerophorum","Gomphonema.truncatum","Gomphonema.turris","Gonatozygon.monotaenium.var..pilosellum","Gonatozygon.sp.","Gymnodinium.sp..1","Gymnodinium.sp..2","Gymnodinium.sp.1","Gymnodinium.sp.2","Gyrosigma.scalproides","Gyrosigma.spencerii","Hantzschia.amphioxys","Hydrosera.triquetra","Iconella.helvetica","Kephyrion.rubri.claustri","Kephyrion.sp.","Kirchneriella.contorta","Kirchneriella.danubiana","Kirchneriella.dianae","Kirchneriella.irregularis","Kirchneriella.obesa","Kirchneriella.obtusa","Komvophoron.anabaenoides","Lacunastrum.gracillimum","Lagerheimia.ciliata","Lagerheimia.citriformis","Lagerheimia.subsalsa","Lepocinclis.marssonii.var..inflata","Lepocinclis.ovum.var..angustata","Lepocinclis.steinii","Lobomonas.rostrata","Lobomonas.sp.","Luticola.charlatii","Luticola.saxophila","Lyngbya.lagerheimeii","Lyngbya.limnetica","Mallomonas.caudata","Mallomonas.majorensis","Mallomonas.sp..3","Mallomonas.sp.1..tonsurata...","Mallomonas.sp.2","Mallomonas.spp.","Mallomonas.tonsurata","Melosira.varians","Merismopedia.glauca","Merismopedia.minima","Merismopedia.punctata","Merismopedia.tenuissima","Microcystis.aeruginosa","Microcystis.flos.aquae","Microcystis.ichthoblabe","Microcystis.wesenbergii","Monactinus.simplex.var..echinulatum","Monoraphidium.arcuatum","Monoraphidium.braunii","Monoraphidium.caribeum","Monoraphidium.contortum","Monoraphidium.dybmskii","Monoraphidium.griffithii","Monoraphidium.irregulare","Monoraphidium.minutum","Monoraphidium.mirabile","Monoraphidium.subclavatum","Myxosarcina.spectabilis","Navicula.absoluta","Navicula.bacillum","Navicula.bryophila","Navicula.confervacea","Navicula.constricta","Navicula.contenta","Navicula.cryptocephala","Navicula.cryptotenella","Navicula.decussis","Navicula.dystrophica","Navicula.dystrophica.","Navicula.goeppertiana","Navicula.gregaria","Navicula.hustedtii","Navicula.ignota","Navicula.ingrata","Navicula.leptostriata","Navicula.menisculus","Navicula.minima","Navicula.mollis","Navicula.mutica","Navicula.muticoides","Navicula.neoventricosa","Navicula.oblonga","Navicula.oblonga.","Navicula.perminuta","Navicula.phyllepta","Navicula.pseudolancelata","Navicula.pseudomuralis","Navicula.pupula","Navicula.radiosa","Navicula.radiosafallax","Navicula.rhynchocephala","Navicula.salinarum","Navicula.seminulum","Navicula.subalpina","Navicula.symmetrica","Navicula.viridula","Navicula.viridula.var..rostellata","Navicula.vitabunda","Neidium.ampliatum","Neidium.dubium","Nephrochlamys.subsolitaria","Nephrocytium.agardhianum","Nephrocytium.limneticum","Nephrocytium.lunatum","Nephroselmis.angulata","Nitzschia.amphibia","Nitzschia.clausii","Nitzschia.debilis","Nitzschia.dissipata","Nitzschia.filiformis","Nitzschia.fonticola","Nitzschia.frustulum","Nitzschia.graciliformis","Nitzschia.inconspicua","Nitzschia.intermedia","Nitzschia.linearis","Nitzschia.lorenziana","Nitzschia.palea","Nitzschia.paleacea","Nitzschia.perminuta","Nitzschia.sp..1","Nitzschia.subrostrata","Ochromonas.sp.","Ochromonas.spp.","Oocystis.borgei","Oocystis.lacustris","Oocystis.marssonii","Oocystis.parva","Oocystis.solitaria","Orthoseira.dendroteres","Orthoseira.roeseana","Oscillatoria.angustissima","Oscillatoria.geminata","Oscillatoria.irrigua","Oscillatoria.limnetica","Oscillatoria.subbrevis","Oscillatoria.subtilissima","Pandorina.morun","Pediastrum.duplex","Pediastrum.simplex","Pediastrum.simplex.var..echinulatum","Pediastrum.tetras","Peridinium.bipes","Peridinium.cinctum","Peridinium.cunningtonii","Peridinium.elpatiewskyi","Peridinium.sp.","Peridinium.sp..1","Peridinium.umbonatum","Phacus.circulatus","Phormidium.foveolarum","Phormidium.luridum","Phormidium.mucicola","Phormidium.retzii","Phormidium.tenue","Pinnularia.appendiculata","Pinnularia.gibba","Pinnularia.interrupta","Planothidium.rostratoholoarcticum","Pleurosira.laevis","Psammothidium.subsalas","Pseudanabaena.sp..1","Pseudoquadrigula.sp..1","Pseudoquadrigula.sp..2","Pseudoquadrigula.sp..6","Pseudoquadrigula.sp.1","Pteromonas.sp.","Quadrigula.closterioides","Quadrigula.lacustris","Quadrigula.sabulosa","Quadrigula.sabulosa.","Quadrigula.sp.","Raphidocelis.danubiana","Rhizosolenia.eriensis","Rhizosolenia.longiseta","Rhoicosphenia.abbreviata","Rhoicosphenia.curvata","Rhopalodia.brebissonii","Salpingoeca.sp.","Scenedesmus.acuminatus","Scenedesmus.acuminatus.var..tortuosus","Scenedesmus.acutus","Scenedesmus.armatus","Scenedesmus.bicaudatus","Scenedesmus.carinatus","Scenedesmus.carinatus.var..diagonalis","Scenedesmus.caudato.aculeolatus","Scenedesmus.disciformis","Scenedesmus.dispar","Scenedesmus.ecornis","Scenedesmus.linearis","Scenedesmus.magnus","Scenedesmus.opoliensis","Scenedesmus.opoliensis.var..mononensis","Scenedesmus.protuberans","Scenedesmus.pseudohystrix","Scenedesmus.quadricauda","Scenedesmus.sempervirens","Scenedesmus.serratus","Scenedesmus.smithii","Scenedesmus.spinosus","Scenedesmus.spp.","Sellaphora.gregoryana","Siderocelis.ornata","Sphaerocystis.schroeteri","Sphaerodinium.cinctum","Staurastrum.alternans","Staurastrum.asterias","Staurastrum.biexacavatum","Staurastrum.cingulum","Staurastrum.crenulatum","Staurastrum.cyclacanthum","Staurastrum.dejectum","Staurastrum.excavatum","Staurastrum.gracile","Staurastrum.gracile.var..coronulatum","Staurastrum.gracile.var..subtenuissimum","Staurastrum.grallatorium","Staurastrum.limneticum","Staurastrum.limneticum.var..burmense","Staurastrum.sexangular.var..productum","Staurastrum.sexangulare","Staurastrum.spp.","Staurastrum.subcyclacanthum","Staurastrum.tetracerum","Staurastrum.tohopekaligense","Stauroneis.anceps","Stauroneis.kriegeri","Stauroneis.pygmaea","Stenopterobia.curvula","Stephanodiscus.astraea","Stephanodiscus.astraea.var..minutula","Stephanodiscus.sp.","Surirella.angusta","Surirella.biseriata","Surirella.brebissonii.var..kuetzingii","Surirella.brebissonii.var..kuetzingii.","Surirella.capronii","Surirella.elegans","Surirella.engleri","Surirella.linearis","Surirella.linearis.","Surirella.minuta","Surirella.ostentata","Surirella.ovata","Surirella.pusilla","Surirella.roba","Surirella.robusta","Surirella.splendida","Surirella.tenera","Synechocystis.sp.","Tetradesmus.wisconsinensis","Tetraedron.minimum.var..scrobiculatum","Tetraedron.minimum.var..scrobiculatum.","Tetraedron.regulare","Tetraedron.triangular","Tetrallantos.lagerheimii","Tetrastrum.triangulare","Trachelomonas.dybowskii","Trachelomonas.guttata","Trachelomonas.spp.","Trachelomonas.volvocina","Treubaria.crassipina","Ulnaria.amphirhynchus","Ulnaria.delicatissima.var..angustissima","Westella.botryoides"
"F8100009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.576,0,0,0,39305.248,0,0,0,0,0,663.94,0,0,0,0,0,0,0,0,0,0,0,0,0,199.182,66.394,0,0,0,0,0,0,0,0,0,0,0,132.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.576,1460.668,0,0,0,1460.668,0,0,132.788,0,0,0,0,1195.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.758,0,0,1327.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11950.92,2655.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929.516,0,0,0,0,0,0,0,0,0,0,66.394,0,0,0,66.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.788,0,0,0,0,0,66.394,0,0,0,0,0,0,199.182,0,0,0,0,66.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.394,0,0,0,0,0,0,0,0,0,0,0
"F9100009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.282,0,0,0,28271.376,0,0,0,0,0,392.658,0,0,0,0,0,0,0,0,0,0,0,0,0,112.188,0,0,0,0,0,0,0,56.094,0,0,0,0,168.282,0,56.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.162,0,0,0,1290.162,0,0,0,0,0,0,0,1121.88,0,0,0,0,0,0,0,0,0,0,0,0,0,56.094,56.094,0,0,0,2075.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16155.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.692,0,0,0,0,0,0,0,0,0,0,56.094,0,0,0,56.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.094,0,0,0,56.094,0,56.094,0,0,0,0,0,0,0,0,0,0,504.846,0,0,0,0,56.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2200009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.912,0,0,0,52051.356,0,0,0,0,0,479.736,0,0,0,0,0,0,0,0,0,0,0,0,79.956,79.956,0,319.824,0,0,0,0,0,0,0,0,0,0,719.604,0,159.912,0,0,0,0,0,0,0,0,0,0,0,0,0,959.472,1359.252,0,0,0,479.736,0,0,719.604,0,0,0,0,2238.768,0,0,0,0,0,0,0,0,0,0,0,79.956,0,0,0,0,0,0,2718.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10634.148,0,0,0,0,0,0,0,0,0,0,0,79.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.824,0,0,0,0,0,79.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.604,0,0,0,0,0,0,0,0,0,0,79.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.956,0,0,0,0,0,0,0,0,0,0,239.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.824,0,0,0,0,0,0,0,0,0,0,0
"F3100009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.64,0,0,0,41668.704,0,0,0,0,0,781.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.512,1623.456,0,0,0,360.768,0,120.256,0,0,0,0,0,901.92,0,0,0,0,0,0,0,0,0,0,60.128,120.256,0,0,0,0,0,0,2465.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.128,0,0,0,0,0,0,0,0,0,0,120.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8658.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.256,0,0,0,0,240.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.256,0,0,0,0,0,0,0,0,0,0,0
"F4300009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,41190.708,0,0,0,0,0,731.196,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,81.244,0,0,0,0,406.22,0,162.488,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.66,6743.252,0,0,0,0,0,0,1624.88,0,0,0,0,1949.856,0,0,0,0,0,0,0,0,0,0,81.244,0,0,81.244,0,0,0,0,812.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3574.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,568.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11699.136,3737.224,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.488,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.244,0,0,0,0,0,0,0,0,0,0,0
"F5110009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33506.46,0,0,0,0,0,844.155,0,0,0,0,0,0,0,0,0,0,0,0,0,324.675,259.74,0,0,0,0,0,0,129.87,0,0,0,0,0,0,324.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883.115,0,0,0,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,129.87,0,0,259.74,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883.115,0,0,12337.65,0,0,0,0,0,0,0,0,0,0,0,0,0,259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10454.535,0,0,0,0,0,0,0,0,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.155,0,0,0,0,0,0,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.87,0,0,0,0,0,0,0,0,0,0,0
"F5600009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18856.428,0,0,0,0,0,475.872,0,0,0,0,0,0,0,0,0,0,0,0,0,59.484,59.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725.036,0,0,0,0,0,0,0,208.194,0,0,0,0,0,0,0,0,0,0,416.388,59.484,0,118.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390.588,0,0,0,0,0,0,0,0,0,0,0,0,118.968,0,0,1070.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.712,0,0,0,0,0,0,0,0,0,0,118.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
